,id,obtime,category,description,description_id,lon,lat
1156,549042,2014-04-24T18:07:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-94.7503,38.97774
1157,549114,2014-04-24T20:04:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-94.89499,39.07259
1158,549264,2014-04-24T23:40:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-91.06455,33.37238
1159,549349,2014-04-25T02:54:00Z,Flood,"Homes, buildings or vehicles swept away",43,-77.0453806,38.9966531
1160,549600,2014-04-25T14:25:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-83.13910525,40.5765369
1161,549955,2014-04-25T21:04:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.956157,35.95677311
1162,551139,2014-04-27T14:25:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-96.56748,39.17937
1163,551440,2014-04-27T17:44:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-94.339,39.14545
1164,551719,2014-04-27T20:47:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-89.82865,35.16573
1165,552142,2014-04-28T00:47:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-94.8999,39.09014
1166,552250,2014-04-28T03:17:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-91.19898,36.20934
1167,552405,2014-04-28T09:51:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-89.26449277,36.131928004
1168,552436,2014-04-28T10:55:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-85.62946,38.24815
1169,552514,2014-04-28T12:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-85.77197,38.40635
1170,552595,2014-04-28T13:37:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.56271,36.03356
1171,552817,2014-04-28T18:09:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-82.7851677,40.7445131
1172,553074,2014-04-28T21:29:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-94.21984046,45.42045554
1173,553195,2014-04-28T23:11:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.9796241,34.7979633
1174,553363,2014-04-29T01:31:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.0829357,35.6073343
1175,553441,2014-04-29T03:09:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.7009,36.17509
1176,553484,2014-04-29T04:04:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.75034,33.87094
1177,553529,2014-04-29T05:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.7744082,33.5745998
1178,553565,2014-04-29T07:13:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-88.27919,30.68524
1179,553585,2014-04-29T08:23:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.3313984,30.4967361
1180,554356,2014-04-29T20:46:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-78.0074442,35.76396886
1181,554397,2014-04-29T21:30:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.98746992,35.72131954
1182,554413,2014-04-29T21:42:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.0672,30.60481
1183,554670,2014-04-30T00:26:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.83496,30.45513
1184,554815,2014-04-30T01:35:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.06653,30.60495
1185,554818,2014-04-30T01:36:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.43065,30.9705
1186,554823,2014-04-30T01:39:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.2655,30.63024
1187,554853,2014-04-30T02:08:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.9116,30.67507
1188,554854,2014-04-30T02:09:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.9117,30.67504
1189,554858,2014-04-30T02:11:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-77.95912117,35.71508427
1190,554880,2014-04-30T02:35:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.91141,30.67506
1191,554903,2014-04-30T03:03:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.83493,30.45527
1192,554922,2014-04-30T03:28:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-88.81888000000001,30.4292
1193,554923,2014-04-30T03:30:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.43066,30.9705
1194,555018,2014-04-30T05:30:00Z,Flood,Homes or buildings filled with water,42,-86.6063995,30.397658077
1195,555022,2014-04-30T05:36:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-86.60639455,30.39777073
1196,555078,2014-04-30T07:54:00Z,Flood,Homes or buildings filled with water,42,-87.64453,30.29435
1197,555082,2014-04-30T08:13:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-87.684035,30.2710447
1198,555084,2014-04-30T08:15:00Z,Flood,Homes or buildings filled with water,42,-87.6839831,30.2710488
1199,555628,2014-04-30T09:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.0586556,38.5590026
1200,555099,2014-04-30T09:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.0586556,38.5590026
1201,555161,2014-04-30T11:24:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-78.3906614,40.51993203
1202,555274,2014-04-30T13:05:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.61315345,38.27608162
1203,555288,2014-04-30T13:23:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-75.1192,39.73698
1204,555392,2014-04-30T15:34:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.53621661,39.53380349
1205,555415,2014-04-30T16:04:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.20205813,39.82882814
1206,555518,2014-04-30T17:50:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-81.45381,41.28214
1207,555544,2014-04-30T18:16:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-75.11912,39.73693
1208,555554,2014-04-30T18:27:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-77.49471,37.65724
1209,555633,2014-04-30T19:27:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-74.94628203,40.07063509
1210,555630,2014-04-30T19:27:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-74.94628203,40.07063509
1211,555679,2014-04-30T19:36:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.7654589,39.3112213
1212,555686,2014-04-30T19:40:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.83888092,37.187604526
1213,555709,2014-04-30T20:06:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-76.9116,36.88755
1214,555742,2014-04-30T20:36:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-75.6837,39.89922
1215,555744,2014-04-30T20:38:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.50381,39.05314
1216,555771,2014-04-30T21:07:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.50388,39.05283
1217,555799,2014-04-30T21:22:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.2920001,40.2885623
1218,555829,2014-04-30T21:49:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.52497642,38.23888666
1219,555831,2014-04-30T21:49:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.52497642,38.23888666
1220,555833,2014-04-30T21:50:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-73.97461,40.76704
1221,555837,2014-04-30T21:53:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.12309,40.74419
1222,555839,2014-04-30T21:53:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.11007,40.74836
1223,555840,2014-04-30T21:54:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.10305,40.75093
1224,555846,2014-04-30T21:57:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.51736988,38.17568328
1225,555850,2014-04-30T21:59:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.52409008,38.1488352
1226,555864,2014-04-30T22:06:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.44732632,38.13637684
1227,555863,2014-04-30T22:06:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.44732632,38.13637684
1228,555904,2014-04-30T22:24:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.06706,39.02144
1229,555905,2014-04-30T22:25:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.19143,40.82596
1230,555925,2014-04-30T22:31:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-73.81925545,40.60867446
1231,555935,2014-04-30T22:34:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-73.81732684,40.58826397
1232,555930,2014-04-30T22:34:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-73.81732684,40.58826397
1233,555937,2014-04-30T22:36:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-73.81472004,40.58974296
1234,555939,2014-04-30T22:36:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-73.81472004,40.58974296
1235,555938,2014-04-30T22:38:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.09767515,40.34416652
1236,555942,2014-04-30T22:42:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-74.66789591,40.5005659
1237,555944,2014-04-30T22:43:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-74.15394,40.94119
1238,555964,2014-04-30T23:23:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-77.55144,39.1193
1239,555967,2014-04-30T23:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-75.68378,39.8989
1240,556012,2014-05-01T00:14:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.45153,38.29005
1241,556043,2014-05-01T00:54:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-80.27237551,38.8422831
1242,556044,2014-05-01T00:57:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.77254357,40.23945862
1243,556081,2014-05-01T01:41:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-71.967401,41.3628559
1244,556080,2014-05-01T01:41:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-81.49874809,40.79891899
1245,556095,2014-05-01T02:12:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-73.10973506,40.81578812
1246,556096,2014-05-01T02:15:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.77254036,40.23949085
1247,556098,2014-05-01T02:16:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-74.77249194,40.23940001
1248,556114,2014-05-01T02:41:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-74.77239939,40.23939092
1249,556118,2014-05-01T02:53:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-73.4283372,41.2597275
1250,556120,2014-05-01T02:57:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-75.73276,40.05111
1251,556125,2014-05-01T03:02:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-73.6992056,40.6561687
1252,556130,2014-05-01T03:16:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-82.3293423,40.8687452
1253,556146,2014-05-01T03:57:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-73.84173726,41.06440267
1254,556336,2014-05-01T15:38:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-74.33966276,39.5841888
1255,556376,2014-05-01T16:54:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-90.04466432,46.16499951
1256,556533,2014-05-01T21:01:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.70969,41.96252
1257,556791,2014-05-02T15:24:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.02994112,46.1646227
1258,556847,2014-05-02T18:01:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.05755704,46.16545143
1259,557000,2014-05-03T12:28:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.04846674,46.16640984
1260,557248,2014-05-04T00:00:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-75.2916474,40.347582
1261,557364,2014-05-04T03:43:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-75.88871,40.84854
1262,557458,2014-05-04T16:33:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.0392755,46.16490309
1263,558793,2014-05-08T04:36:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.43938,35.45975
1264,558808,2014-05-08T04:56:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.7831,35.39146
1265,558812,2014-05-08T04:58:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.62588,35.54943
1266,558834,2014-05-08T05:19:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-102.11139,32.02052
1267,558841,2014-05-08T05:26:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.72455682,35.46432539
1268,558857,2014-05-08T05:44:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.43928,35.45968
1269,558858,2014-05-08T05:46:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.43927,35.45975
1270,559175,2014-05-08T14:57:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-95.90026,33.24247
1271,559209,2014-05-08T15:48:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-96.84694,32.41008
1272,559265,2014-05-08T17:02:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-96.82986,32.90874
1273,559281,2014-05-08T17:29:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-95.94269851,32.99969323
1274,559282,2014-05-08T17:29:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-95.94269851,32.99969323
1275,559311,2014-05-08T18:00:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-95.903,33.24329
1276,559368,2014-05-08T19:09:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-94.44636586,44.29787294
1277,559449,2014-05-08T20:23:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-96.93244,32.87411
1278,559477,2014-05-08T20:47:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-96.7154,32.95614
1279,559565,2014-05-08T22:16:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-96.4095042,32.7555109
1280,559619,2014-05-08T23:51:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.0260505,46.16823592
1281,559647,2014-05-09T00:10:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-94.97576371,33.01591598
1282,559699,2014-05-09T01:18:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-94.9640903,32.9885754
1283,559805,2014-05-09T04:01:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.0504835,46.16611327
1284,559898,2014-05-09T10:00:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.08077942,41.63058771
1285,560532,2014-05-10T00:53:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-94.62399283,32.99831776
1286,560536,2014-05-10T00:58:00Z,Flood,Homes or buildings filled with water,42,-94.62475389,32.99832577
1287,560683,2014-05-10T11:17:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-87.49556,31.03521
1288,561208,2014-05-10T22:10:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.52975245,31.53001107
1289,561213,2014-05-10T22:14:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-90.50152646,31.53467878
1290,561487,2014-05-11T05:23:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-91.8420338,38.9369693
1291,561928,2014-05-11T22:00:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-86.93919,38.2266
1292,561982,2014-05-11T22:35:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.85965,40.88017
1293,562136,2014-05-12T00:37:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.65976659,41.16950267
1294,562175,2014-05-12T01:38:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-96.71597493,43.55224635
1295,562367,2014-05-12T07:17:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-84.13251,39.67552
1296,562698,2014-05-12T17:23:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-81.5009474,40.56954667
1297,562867,2014-05-12T19:24:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-88.42170138,44.253820339
1298,562967,2014-05-12T20:08:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.39487,32.70224
1299,563000,2014-05-12T20:22:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.13398301,32.72126802
1300,563033,2014-05-12T20:37:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-96.8352519,32.9717737
1301,563038,2014-05-12T20:39:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-96.83001,32.90866
1302,563101,2014-05-12T21:10:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-82.28118198,41.40942781
1303,563311,2014-05-12T23:35:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-91.2077428,40.8264035
1304,563357,2014-05-13T00:00:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-91.14155578,40.82012102
1305,563405,2014-05-13T00:23:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-96.99767751,31.67110063
1306,563411,2014-05-13T00:29:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-94.97603983,33.01608715
1307,563425,2014-05-13T00:47:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.20869,31.51491
1308,563506,2014-05-13T02:28:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-81.4511,41.17328
1309,563589,2014-05-13T03:49:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.9008727,30.372979
1310,563632,2014-05-13T04:55:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-98.3517,29.51098
1311,563639,2014-05-13T05:12:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-95.43576,30.06457
1312,563640,2014-05-13T05:14:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-95.43576,30.06462
1313,563648,2014-05-13T05:40:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.91206,42.3652
1314,563658,2014-05-13T06:45:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-96.59695,29.67359
1315,563675,2014-05-13T08:58:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.9008856,30.3729641
1316,563916,2014-05-13T18:52:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-83.71113,42.94436
1317,564133,2014-05-14T00:07:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.40359,40.50582
1318,564391,2014-05-14T12:16:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-89.2648324,36.1312956
1319,564646,2014-05-14T20:23:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-87.83551,30.46335
1320,564663,2014-05-14T20:42:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-88.41878,33.4897
1321,564816,2014-05-14T23:22:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.59987,35.9723
1322,564796,2014-05-15T00:07:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-87.3423624,38.3352467
1323,564877,2014-05-15T00:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-80.228839,41.2252745
1324,564909,2014-05-15T01:12:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-83.7586409,34.6053819
1325,564978,2014-05-15T02:53:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.6990978,39.2980408
1326,565054,2014-05-15T09:33:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-82.63762,35.30977
1327,565190,2014-05-15T12:30:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-82.81206143,40.73036384
1328,565245,2014-05-15T14:02:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-82.8120309,40.7303596
1329,565258,2014-05-15T14:40:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-87.6161,38.71202
1330,565381,2014-05-15T17:20:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-79.92927,34.37041
1331,565439,2014-05-15T18:16:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-78.99245,35.95372
1332,565445,2014-05-15T18:19:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.9739,35.96317
1333,565448,2014-05-15T18:21:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.95793,35.98304
1334,565455,2014-05-15T18:25:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.9287,36.00662
1335,565514,2014-05-15T19:45:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-81.23072462,35.65798939
1336,565543,2014-05-15T20:13:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-79.9991779,40.4366133
1337,565597,2014-05-15T20:45:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.82102,36.04239
1338,565612,2014-05-15T21:00:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.64849,36.22936
1339,565787,2014-05-15T22:27:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.98065,36.03461
1340,565807,2014-05-15T22:43:00Z,Flood,Homes or buildings filled with water,42,-81.50282,41.32927
1341,565804,2014-05-15T22:43:00Z,Flood,Homes or buildings filled with water,42,-81.50282,41.32927
1342,565832,2014-05-15T23:03:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-77.42234,38.99735
1343,565888,2014-05-16T00:41:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.60907,36.31704
1344,565960,2014-05-16T04:16:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-78.9261,36.70436
1345,565982,2014-05-16T09:13:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-77.40505,39.14391
1346,566218,2014-05-16T10:28:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.90039622,40.96368972
1347,566074,2014-05-16T11:40:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-76.36001916,40.052636344
1348,566099,2014-05-16T12:03:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-76.4200059,40.1032756
1349,566165,2014-05-16T13:03:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.50544,38.97616
1350,566160,2014-05-16T13:03:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-76.81148962,39.983762304
1351,566253,2014-05-16T15:40:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-80.21141835,38.99045383
1352,566263,2014-05-16T15:56:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-80.21143513,38.99045942
1353,566681,2014-05-17T04:39:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-73.1213475,40.965121
1354,567317,2014-05-19T05:26:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-104.9367801,47.952116499
1355,567442,2014-05-19T18:29:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-93.44962,44.93421
1356,567573,2014-05-20T00:37:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-91.0350695,44.5823741
1357,567702,2014-05-20T15:42:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-93.12592,44.73841
1358,567851,2014-05-21T00:44:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-93.6428554,42.0409295
1359,567879,2014-05-21T01:17:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-88.22036464,41.76758504
1360,567961,2014-05-21T05:29:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-87.7060393,41.9719329
1361,568142,2014-05-21T20:44:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-83.74959196,40.09680272
1362,568145,2014-05-21T20:45:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-83.73924043,40.09623644
1363,568154,2014-05-21T20:57:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-104.67904,39.83134
1364,568173,2014-05-21T21:20:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-104.69284,39.83266
1365,568236,2014-05-21T22:32:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-86.08293,39.75532
1366,568246,2014-05-21T22:53:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-83.90678,40.04481
1367,568297,2014-05-22T00:15:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-104.22573,39.8551
1368,568374,2014-05-22T01:38:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-82.818816,41.2725752
1369,569161,2014-05-23T17:04:00Z,Flood,Street/road flooding; Street/road closed; Vehicles stranded,41,-97.60835328,38.78818262
1370,569177,2014-05-23T18:14:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.61307,38.69976
1371,569186,2014-05-23T18:20:00Z,Flood,River/Creek overflowing; Cropland/Yard/Basement Flooding,40,-97.61279,38.7745
