,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
0,UEI-DFO-FL-1985-0001,19850623,19850627,4.0,Heavy rain,,,,14.5398,75.0937,1.0,254234.6,95,,25000.0,,,,DFO,27
1,UEI-DFO-FL-1985-0002,19850718,19850730,12.0,Heavy rain,,,,32.8353,76.9103,1.0,117441.17,340,,20000.0,,,,DFO,33
2,UEI-DFO-FL-1985-0003,19850913,19851015,32.0,Heavy rain,,,,26.4816,82.8434,2.0,89994.67,557,,152000.0,,,,DFO,53
3,UEI-DFO-FL-1985-0004,19851018,19851020,2.0,Tropical cyclone,,,,21.1495,86.7154,2.0,46758.64,49,,150000.0,,,,DFO,61
4,UEI-DFO-FL-1986-0001,19860615,19860820,66.0,Monsoonal rain,,,,25.6339,84.0726,1.0,507167.44,258,,3040000.0,,,,DFO,93
5,UEI-DFO-FL-1986-0002,19860815,19860822,7.0,Monsoonal rain,,,,17.4331,80.187,1.0,107355.33,150,,3000000.0,,,,DFO,98
6,UEI-DFO-FL-1986-0003,19860922,19861010,18.0,Heavy rain,,,,23.6547,89.4296,1.0,231516.28,49,,700000.0,,,,DFO,106
7,UEI-DFO-FL-1988-0001,19880523,19881106,167.0,Monsoonal rain,,,,26.4813,92.0622,1.0,42285.99,76,,43000.0,,,,DFO,180
8,UEI-DFO-FL-1988-0002,19880621,19880714,23.0,Heavy rain,,,,26.988000000000003,92.926,1.0,70501.83,34,,2000000.0,,,,DFO,190
9,UEI-DFO-FL-1988-0003,19880407,19880808,123.0,Monsoonal rain,,,,28.886,80.7246,2.0,847737.26,233,,500000.0,,,,DFO,196
10,UEI-DFO-FL-1988-0004,19880714,19880727,13.0,Heavy rain,,,,22.0189,71.1117,1.0,76352.55,97,,25000.0,,,,DFO,203
11,UEI-DFO-FL-1988-0005,19880731,19880208,,Heavy rain,,,,18.4311,80.71300000000001,1.0,94871.79,50,,0.0,,,,DFO,214
12,UEI-DFO-FL-1988-0006,19880823,19880915,23.0,Monsoonal rain,,,,26.5037,86.5429,1.0,626872.46,876,,2000.0,,,,DFO,228
13,UEI-DFO-FL-1988-0007,19880921,19880810,,Heavy rain,,,,30.9339,75.0459,2.0,268528.55,731,,1250000.0,,,,DFO,253
14,UEI-DFO-FL-1988-0008,19880310,19880410,31.0,Heavy rain,,,,19.1131,72.8962,1.0,605.2130000000001,23,,0.0,,,,DFO,255
15,UEI-DFO-FL-1989-0001,19890722,19890731,9.0,Monsoonal rain,,,,15.1816,76.4736,1.0,905209.24,780,,0.0,,,,DFO,330
16,UEI-DFO-FL-1989-0002,19890507,19891008,154.0,Monsoonal rain,,,,24.8678,92.8291,2.0,112816.35,31,,32000.0,,,,DFO,334
17,UEI-DFO-FL-1989-0003,19890309,19891009,214.0,Heavy rain,,,,26.4375,80.8611,1.0,204979.38,7,,0.0,,,,DFO,360
18,UEI-DFO-FL-1990-0001,19900321,19900322,1.0,Torrential rain,,,,33.8036,76.2592,1.0,90818.98,17,,0.0,,,,DFO,401
19,UEI-DFO-FL-1990-0002,19901005,19900513,,Tropical cyclone,,,,16.2843,80.6926,1.0,267344.4,430,,470000.0,,,,DFO,411
20,UEI-DFO-FL-1990-0003,19900613,19900618,5.0,Monsoonal rain,,,,26.7553,92.7754,2.0,53045.31,21,,0.0,,,,DFO,419
21,UEI-DFO-FL-1990-0004,19900307,19900724,139.0,Monsoonal rain,,,,26.7055,78.8703,1.0,1100663.3,425,,63517.0,,,,DFO,431
22,UEI-DFO-FL-1990-0005,19900813,19900814,1.0,Heavy rain,,,,27.5435,80.6956,1.0,284926.61,17,,0.0,,,,DFO,447
23,UEI-DFO-FL-1990-0006,19900819,19900825,6.0,Monsoonal rain,,,,22.4257,71.3244,1.0,186161.6,50,,0.0,,,,DFO,450
24,UEI-DFO-FL-1990-0007,19901017,19901018,1.0,Heavy rain,,,,26.0747,92.81700000000001,1.0,93839.75,10,,6000.0,,,,DFO,472
25,UEI-DFO-FL-1990-0008,19901024,19901028,4.0,Monsoonal rain,,,,11.3982,77.0504,1.0,13576.31,44,,0.0,,,,DFO,474
26,UEI-DFO-FL-1991-0001,19910705,19911105,123.0,Tropical cyclone,,,,24.4696,92.4232,1.0,26042.82,13,,25000.0,,,,DFO,510
27,UEI-DFO-FL-1991-0002,19911006,19911206,61.0,Monsoonal rain,,,,15.732999999999999,73.7324,2.0,491361.5,72,,300000.0,,,,DFO,521
28,UEI-DFO-FL-1991-0003,19910713,19910719,6.0,Monsoonal rain,,,,26.6059,92.9592,1.0,55550.83,25,,400000.0,,,,DFO,539
29,UEI-DFO-FL-1991-0004,19910729,19910731,2.0,Monsoonal rain,,,,20.9474,79.1574,1.0,47249.13,500,,6000.0,,,,DFO,553
30,UEI-DFO-FL-1991-0005,19910814,19910818,4.0,Heavy rain,,,,20.2047,84.4178,1.0,151947.06,15,,0.0,,,,DFO,570
31,UEI-DFO-FL-1991-0006,19910815,19910829,14.0,Monsoonal rain,,,,28.3671,81.0334,1.0,547679.02,88,,0.0,,,,DFO,571
32,UEI-DFO-FL-1991-0007,19910109,19910914,248.0,Monsoonal rain,,,,24.706999999999997,85.7348,1.0,170873.64,0,,87500.0,,,,DFO,578
33,UEI-DFO-FL-1991-0008,19910914,19910915,1.0,Monsoonal rain,,,,24.3395,87.8328,1.0,91960.65,21,,0.0,,,,DFO,585
34,UEI-DFO-FL-1991-0009,19911113,19911118,5.0,Heavy rain,,,,14.0025,79.4752,1.0,599564.89,90,,85000.0,,,,DFO,598
35,UEI-DFO-FL-1992-0001,19920615,19920723,38.0,Monsoonal rain,,,,16.5216,75.9695,1.0,752428.66,90,,8000.0,,,,DFO,656
36,UEI-DFO-FL-1992-0002,19921007,19920720,,Heavy rain,,,,26.9122,94.46,1.0,28221.72,0,,0.0,,,,DFO,667
37,UEI-DFO-FL-1992-0003,19920726,19920708,,Monsoonal rain,,,,20.5033,86.0449,1.0,44021.23,16,,0.0,,,,DFO,672
38,UEI-DFO-FL-1992-0004,19920108,19920309,61.0,Monsoonal rain,,,,24.8678,80.7003,1.0,518125.28,40,,2000.0,,,,DFO,675
39,UEI-DFO-FL-1992-0005,19921209,19921120,,Tropical cyclone,,,,13.0242,78.8487,2.0,552562.43,263,,20000.0,,,,DFO,694
40,UEI-DFO-FL-1993-0001,19930406,19930622,77.0,Monsoonal rain,,,,24.9382,92.0974,1.0,259045.68,238,,950000.0,,,,DFO,747
41,UEI-DFO-FL-1993-0002,19930807,19930813,6.0,Monsoonal rain,,,,25.1622,89.7567,2.0,531506.66,3083,,9370926.0,,,,DFO,757
42,UEI-DFO-FL-1993-0003,19930909,19930917,8.0,Heavy rain,,,,27.9917,78.9675,1.0,65928.48,232,,4590.0,,,,DFO,778
43,UEI-DFO-FL-1993-0004,19931110,19931021,,Torrential rain,,,,13.407,75.4042,1.0,40595.2,35,,40000.0,,,,DFO,791
44,UEI-DFO-FL-1993-0005,19931011,19931114,34.0,Heavy rain,,,,11.054,77.5024,1.0,40501.37,95,,0.0,,,,DFO,798
45,UEI-DFO-FL-1993-0006,19930412,19931215,247.0,Tropical cyclone,,,,12.5851,79.9572,1.0,7968.64,70,,45000.0,,,,DFO,804
46,UEI-DFO-FL-1994-0001,19940107,19940724,198.0,Monsoonal rain,,,,20.6258,76.6191,1.0,1981837.41,617,,800000.0,,,,DFO,855
47,UEI-DFO-FL-1994-0002,19940307,19941207,275.0,Monsoonal rain,,,,31.7869,77.252,1.0,52338.52,60,,0.0,,,,DFO,858
48,UEI-DFO-FL-1994-0003,19940408,19941108,214.0,Monsoonal rain,,,,27.586,80.6237,1.0,292130.64,53,,3000.0,,,,DFO,879
49,UEI-DFO-FL-1994-0004,19940808,19941008,61.0,Torrential rain,,,,31.7821,76.9177,1.0,16795.7,11,,0.0,,,,DFO,880
50,UEI-DFO-FL-1994-0005,19940820,19940823,3.0,Torrential rain,,,,31.7668,77.27,1.0,14450.04,9,,0.0,,,,DFO,887
51,UEI-DFO-FL-1994-0006,19940826,19940209,,Monsoonal rain,,,,20.7866,79.2684,1.0,44159.25,26,,0.0,,,,DFO,892
52,UEI-DFO-FL-1994-0007,19940831,19940509,,Monsoonal rain,,,,31.5294,77.0555,1.0,5275.13,20,,0.0,,,,DFO,894
53,UEI-DFO-FL-1994-0008,19940209,19940709,150.0,Monsoonal rain,,,,20.1358,84.4369,1.0,154649.2,0,,0.0,,,,DFO,895
54,UEI-DFO-FL-1994-0009,19941027,19941031,4.0,Tropical cyclone,,,,10.7214,78.7248,1.0,89229.9,40,,0.0,,,,DFO,909
55,UEI-DFO-FL-1994-0010,19941030,19940411,,Tropical cyclone,,,,16.2498,80.0422,1.0,110657.58,230,,16000.0,,,,DFO,911
56,UEI-DFO-FL-1995-0001,19950206,19950306,28.0,Heavy rain,,,,23.2582,92.8575,1.0,20147.72,40,,3200.0,,,,DFO,959
57,UEI-DFO-FL-1995-0002,19950620,19950623,3.0,Monsoonal rain,,,,26.0363,92.8902,1.0,102906.11,17,,1000000.0,,,,DFO,963
58,UEI-DFO-FL-1995-0003,19950109,19950920,254.0,Monsoonal rain,,,,28.2424,76.8263,1.0,762936.89,600,,2000000.0,,,,DFO,990
59,UEI-DFO-FL-1995-0004,19950509,19950809,92.0,Monsoonal rain,,,,27.5887,88.4616,1.0,6520.57,35,,0.0,,,,DFO,992
60,UEI-DFO-FL-1995-0005,19950926,19950210,,Monsoonal rain,,,,22.4615,87.3749,1.0,308073.2,144,,510000.0,,,,DFO,1010
61,UEI-DFO-FL-1995-0006,19951020,19951023,3.0,Tropical cyclone,,,,16.4132,80.612,1.0,262803.2,94,,12000.0,,,,DFO,1027
62,UEI-DFO-FL-1996-0001,19961006,19960630,,Monsoonal rain,,,,26.5766,73.762,1.0,328726.92,63,,20000.0,,,,DFO,1080
63,UEI-DFO-FL-1996-0002,19961007,19960724,,Monsoonal rain,,,,27.4105,92.3599,1.0,128966.83,82,,3000000.0,,,,DFO,1088
64,UEI-DFO-FL-1996-0003,19960717,19961008,83.0,Heavy rain,,,,24.7685,85.6883,1.0,171939.46,74,,4000000.0,,,,DFO,1090
65,UEI-DFO-FL-1996-0004,19961021,19961025,4.0,Heavy Rain,,,,15.0341,78.7288,1.0,177527.02,326,,100000.0,,,,DFO,1125
66,UEI-DFO-FL-1996-0005,19960611,19961011,122.0,Tropical Cyclone,,,,17.0009,81.7657,2.0,21445.46,2500,,140000.0,,,,DFO,1128
67,UEI-DFO-FL-1997-0001,19970108,19971108,304.0,Monsoonal rain,,,,24.0572,86.2554,1.0,201818.75,24,,100000.0,,,,DFO,1168
68,UEI-DFO-FL-1997-0002,19970808,19970814,6.0,Monsoonal rain,,,,31.7905,77.3409,1.0,57530.65,200,,0.0,,,,DFO,1172
69,UEI-DFO-FL-1997-0003,19970622,19970826,65.0,Monsoonal rain,,,,22.4404,71.3091,1.0,183142.55,273,,20000.0,,,,DFO,1232
70,UEI-DFO-FL-1997-0004,19970507,19970722,76.0,Monsoonal rain,,,,9.49041,76.6811,1.0,233024.37,100,,0.0,,,,DFO,1256
71,UEI-DFO-FL-1997-0005,19970507,19970714,68.0,Monsoonal rain,,,,26.0909,92.9144,1.0,70603.06,97,,0.0,,,,DFO,1258
72,UEI-DFO-FL-1997-0006,19970822,19970826,4.0,Monsoonal rain,,,,33.9398,74.8298,1.0,40014.04,26,,0.0,,,,DFO,1265
73,UEI-DFO-FL-1997-0007,19970819,19970824,5.0,Monsoonal rain,,,,18.8234,75.4418,1.0,228334.99,50,,10000.0,,,,DFO,1267
74,UEI-DFO-FL-1997-0008,19970919,19970924,5.0,Tropical cyclone,,,,16.9874,82.1012,1.0,80644.64,32,,20000.0,,,,DFO,1275
75,UEI-DFO-FL-1997-0009,19970412,19970912,153.0,Monsoonal rain,,,,13.8493,78.9883,1.0,384888.4,6,,0.0,,,,DFO,1295
76,UEI-DFO-FL-1998-0001,19980906,19981106,61.0,Extra-tropical cyclone,,,,24.0181,68.8677,1.0,4931.72,1126,,15000.0,,,,DFO,1383
77,UEI-DFO-FL-1998-0002,19980916,19980918,2.0,"Dam/Levy, break or release",,,,20.4037,74.4164,1.0,214517.36,12,,50000.0,,,,DFO,1444
78,UEI-DFO-FL-1998-0003,19980110,19981020,283.0,Heavy rain,,,,16.1464,79.4042,1.0,194230.08,230,,80000.0,,,,DFO,1457
79,UEI-DFO-FL-1999-0001,19990924,19990929,5.0,Torrential rain,,,,23.3997,88.9474,1.0,168965.63,45,,0.0,,,,DFO,1559
80,UEI-DFO-FL-1999-0002,19991029,19991211,43.0,Tropical cyclone,,,,21.1735,85.3527,2.0,191940.24,9803,,10000000.0,,,,DFO,1567
81,UEI-DFO-FL-2000-0001,20001006,20000616,,"Dam/Levy, break or release",,,,27.4268,94.7981,2.0,55286.73,30,,50000.0,,,,DFO,1606
82,UEI-DFO-FL-2000-0002,20000731,20000408,,Torrential rain,,,,31.805999999999997,77.6925,1.0,12415.81,140,,4000.0,,,,DFO,1616
83,UEI-DFO-FL-2000-0003,20000208,20000830,204.0,Monsoonal rain,,,,27.094,94.64299999999999,1.0,326457.88,637,,10504000.0,,,,DFO,1617
84,UEI-DFO-FL-2000-0004,20000823,20000831,8.0,Torrential rain,,,,17.1335,79.2098,2.0,129459.76,162,,3000000.0,,,,DFO,1623
85,UEI-DFO-FL-2000-0005,20000829,20000914,16.0,Monsoonal rain,,,,26.9607,80.4678,1.0,223178.01,578,,0.0,,,,DFO,1626
86,UEI-DFO-FL-2000-0006,20000830,20000109,,Heavy rain,,,,19.9343,80.0385,1.0,36854.1,40,,5000.0,,,,DFO,1628
87,UEI-DFO-FL-2000-0007,20000918,20001021,33.0,Monsoonal rain,,,,24.0841,88.5453,2.0,155000.88,1468,,24000000.0,,,,DFO,1641
88,UEI-DFO-FL-2000-0008,20000717,20000730,13.0,Monsoonal rain,,,,15.811,74.5207,1.0,107052.9,140,,0.0,,,,DFO,1615
89,UEI-DFO-FL-2001-0001,20010506,20010622,47.0,Monsoonal rain,,,,24.4457,92.0058,1.0,17561.54,15,,800000.0,,,,DFO,1731
90,UEI-DFO-FL-2001-0002,20010620,20010621,1.0,Monsoonal rain,,,,22.8284,71.2868,1.0,38728.34,29,,0.0,,,,DFO,1737
91,UEI-DFO-FL-2001-0003,20010407,20010716,100.0,Monsoonal rain,,,,9.726510000000001,76.423,1.0,4467.85,86,,40000.0,,,,DFO,1744
92,UEI-DFO-FL-2001-0004,20010807,20011008,62.0,Monsoonal rain,,,,21.0559,84.7987,2.0,105057.29,100,,2000000.0,,,,DFO,1747
93,UEI-DFO-FL-2001-0005,20010716,20010716,0.0,Torrential rain,,,,30.7738,79.8583,1.0,2458.01,26,,0.0,,,,DFO,1753
94,UEI-DFO-FL-2001-0006,20010814,20010815,1.0,Heavy rain,,,,32.6061,76.1481,1.0,3009.11,16,,0.0,,,,DFO,1779
95,UEI-DFO-FL-2001-0007,20010820,20011109,81.0,Heavy rain,,,,26.7556,83.0513,1.0,35442.06,65,,300000.0,,,,DFO,1789
96,UEI-DFO-FL-2001-0008,20010709,20010924,77.0,Heavy rain,,,,26.5321,84.87,1.0,30123.95,146,,30000.0,,,,DFO,1791
97,UEI-DFO-FL-2001-0009,20010930,20010210,,Torrential rain,,,,16.746,79.1214,1.0,44526.51,12,,9000.0,,,,DFO,1803
98,UEI-DFO-FL-2001-0010,20011016,20011021,5.0,Heavy rain,,,,14.8405,79.054,1.0,87384.5,143,,50000.0,,,,DFO,1811
99,UEI-DFO-FL-2002-0001,20020202,20020502,89.0,Heavy rain,,,,10.4517,78.7843,1.0,35586.88,11,,0.0,,,,DFO,1871
100,UEI-DFO-FL-2002-0002,20020616,20020622,6.0,Monsoonal rain,,,,27.8034,95.3833,1.0,3790.23,0,,25000.0,,,,DFO,1952
101,UEI-DFO-FL-2002-0003,20020625,20020626,1.0,"Dam/Levy, break or release",,,,22.342,88.9351,1.0,41.7932,4,,11000.0,,,,DFO,1967
102,UEI-DFO-FL-2002-0004,20020626,20020307,,Monsoonal rain,,,,20.8681,73.6623,1.0,170587.72,169,,28000.0,,,,DFO,1969
103,UEI-DFO-FL-2002-0005,20020621,20020828,68.0,Monsoonal rain,,,,25.8418,89.2696,1.0,276609.37,503,,15000000.0,,,,DFO,1974
104,UEI-DFO-FL-2002-0006,20021108,20020813,,Heavy rain,,,,30.5622,78.5235,1.0,6762.02,33,,0.0,,,,DFO,2027
105,UEI-DFO-FL-2002-0007,20020309,20020609,92.0,Monsoonal rain,,,,21.5391,73.2201,1.0,78978.7,22,,5000.0,,,,DFO,2049
106,UEI-DFO-FL-2002-0008,20021010,20021016,6.0,Monsoonal rain,,,,11.8739,75.527,1.0,9745.41,11,,0.0,,,,DFO,2069
107,UEI-DFO-FL-2002-0009,20021031,20020411,,Heavy rain,,,,10.9485,79.0643,1.0,22713.01,20,,300.0,,,,DFO,2081
108,UEI-DFO-FL-2003-0001,20030621,20030624,3.0,Monsoonal rain,,,,12.9158,74.9274,1.0,766.5219999999999,4,,0.0,,,,DFO,2258
109,UEI-DFO-FL-2003-0002,20030620,20030626,6.0,Monsoonal rain,,,,21.3961,73.44,1.0,37685.27,4,,0.0,,,,DFO,2260
110,UEI-DFO-FL-2003-0003,20030729,20030208,,Monsoonal rain,,,,21.9811,73.9596,1.0,12776.68,2,,14000.0,,,,DFO,2299
111,UEI-DFO-FL-2003-0004,20030729,20030308,,Monsoonal rain,,,,19.1881,79.2948,1.5,21087.65,2,,14000.0,,,,DFO,2312
112,UEI-DFO-FL-2003-0005,20030827,20031020,54.0,Monsoonal rain,,,,20.6258,85.8936,1.0,117883.62,67,,3000000.0,,,,DFO,2338
113,UEI-DFO-FL-2004-0001,20040906,20041106,61.0,Monsoonal rain,,,,12.1226,75.4747,1.0,8999.41,45,,1000.0,,,,DFO,2496
114,UEI-DFO-FL-2004-0002,20040620,20040710,20.0,Monsoonal rain,,,,25.4989,85.8918,2.0,1162598.06,3000,,40000000.0,,,,DFO,2507
115,UEI-DFO-FL-2004-0003,20040108,20040809,214.0,Monsoonal rain,,,,21.0247,73.7641,1.0,638379.86,210,,100000.0,,,,DFO,2541
116,UEI-DFO-FL-2004-0004,20040710,20041018,100.0,Heavy rain,,,,24.6862,89.4002,1.0,161739.65,210,,100000.0,,,,DFO,2570
117,UEI-DFO-FL-2005-0001,20050626,20050629,3.0,Heavy rain,,,,31.6718,78.4423,1.0,6530.74,6,,5000.0,,,,DFO,2678
118,UEI-DFO-FL-2005-0002,20050628,20050715,17.0,Monsoonal rain,,,,21.433000000000003,73.0739,2.0,73780.97,202,,500000.0,,,,DFO,2680
119,UEI-DFO-FL-2005-0003,20050629,20050307,,Monsoonal rain,,,,20.9765,86.4305,1.0,6802.76,1,,140000.0,,,,DFO,2682
120,UEI-DFO-FL-2005-0004,20050207,20050715,158.0,Monsoonal rain,,,,24.1288,80.1999,1.0,55740.23,62,,49000.0,,,,DFO,2686
121,UEI-DFO-FL-2005-0005,20050707,20050727,20.0,Monsoonal rain,,,,27.4363,87.0126,1.0,823461.88,40,,3000000.0,,,,DFO,2690
122,UEI-DFO-FL-2005-0006,20050724,20050508,,Monsoonal rain,,,,17.9836,73.435,1.0,35551.57,987,,160000.0,,,,DFO,2697
123,UEI-DFO-FL-2005-0007,20050723,20050816,24.0,Monsoonal rain,,,,16.9772,79.9654,1.0,619197.82,126,,100000.0,,,,DFO,2698
124,UEI-DFO-FL-2005-0008,20050730,20050308,,Monsoonal rain,,,,20.9915,86.2759,1.0,11721.28,8,,344857.0,,,,DFO,2700
125,UEI-DFO-FL-2005-0009,20050826,20050830,4.0,Heavy rain,,,,25.886,83.2115,1.0,12677.59,21,,0.0,,,,DFO,2718
126,UEI-DFO-FL-2005-0010,20050914,20050930,16.0,Heavy rain,,,,21.1139,82.5389,1.0,374448.85,89,,550000.0,,,,DFO,2728
127,UEI-DFO-FL-2005-0011,20050916,20050510,,Monsoonal rain,,,,28.1973,79.3734,1.0,308728.72,23,,0.0,,,,DFO,2731
128,UEI-DFO-FL-2005-0012,20050922,20051110,49.0,Heavy rain,,,,21.7139,73.4733,1.0,53194.83,15,,0.0,,,,DFO,2734
129,UEI-DFO-FL-2005-0013,20051021,20051028,7.0,Heavy rain,,,,21.9409,87.9347,1.0,29111.38,13,,3000000.0,,,,DFO,2754
130,UEI-DFO-FL-2005-0014,20051023,20050912,,Monsoonal rain,,,,11.7804,78.7317,1.0,131307.99,279,,300000.0,,,,DFO,2758
131,UEI-DFO-FL-2006-0001,20060415,20060418,3.0,Heavy rain,,,,17.4335,82.8115,1.0,190869.85,20,,0.0,,,,DFO,2844
132,UEI-DFO-FL-2006-0002,20060531,20060406,,Monsoonal rain,,,,18.7332,75.2343,1.0,394010.74,41,,0.0,,,,DFO,2876
133,UEI-DFO-FL-2006-0003,20060525,20060206,,Monsoonal rain,,,,10.5443,76.0498,2.0,42686.92,32,,10800.0,,,,DFO,2878
134,UEI-DFO-FL-2006-0004,20060531,20060724,54.0,Monsoonal rain,,,,26.5993,94.0245,1.0,185348.84,21,,600000.0,,,,DFO,2879
135,UEI-DFO-FL-2006-0005,20060624,20060308,,Monsoonal rain,,,,25.6151,83.6713,1.0,506577.31,160,,0.0,,,,DFO,2894
136,UEI-DFO-FL-2006-0006,20060307,20060807,153.0,Monsoonal rain,,,,19.1719,83.6477,1.0,31360.94,33,,0.0,,,,DFO,2909
137,UEI-DFO-FL-2006-0007,20060307,20060607,92.0,Monsoonal rain,,,,19.1028,72.8816,1.0,393.774,9,,0.0,,,,DFO,2910
138,UEI-DFO-FL-2006-0008,20060407,20060707,91.0,Heavy rain,,,,22.4114,71.3097,1.0,170055.89,24,,8400.0,,,,DFO,2911
139,UEI-DFO-FL-2006-0009,20060728,20061209,134.0,Monsoonal rain,,,,20.1943,73.8242,2.0,681019.56,457,,140000.0,,,,DFO,2935
140,UEI-DFO-FL-2006-0010,20060108,20061009,274.0,Monsoonal rain,,,,18.1046,81.5288,1.0,302774.27,185,,2000000.0,,,,DFO,2940
141,UEI-DFO-FL-2006-0011,20060829,20060409,,Monsoonal rain,,,,27.5853,81.5174,1.0,32712.75,42,,50000.0,,,,DFO,2956
142,UEI-DFO-FL-2006-0012,20060831,20061109,70.0,Monsoonal rain,,,,32.8864,73.8842,1.0,141449.13,39,,3000.0,,,,DFO,2958
143,UEI-DFO-FL-2006-0013,20060918,20060510,,Monsoonal rain,,,,19.73,83.7466,1.0,606979.95,250,,50000.0,,,,DFO,2965
144,UEI-DFO-FL-2006-0014,20061026,20060411,,Monsoonal rain,,,,14.1349,79.9324,1.0,40094.93,47,,225000.0,,,,DFO,2985
145,UEI-DFO-FL-2007-0001,20070320,20070331,11.0,Heavy rain,,,,33.4819,74.2156,1.0,68107.39,12,,2000.0,,,,DFO,3042
146,UEI-DFO-FL-2007-0002,20070618,20070626,8.0,Monsoonal rain,,,,26.2558,94.0189,1.0,74887.52,15,,200000.0,,,,DFO,3104
147,UEI-DFO-FL-2007-0003,20070622,20070407,,Monsoonal rain,,,,14.945,78.1615,1.0,450564.36,127,,200000.0,,,,DFO,3107
148,UEI-DFO-FL-2007-0004,20070630,20070713,13.0,Monsoonal rain,,,,20.0539,81.8601,1.0,248438.85,29,,50000.0,,,,DFO,3118
149,UEI-DFO-FL-2007-0005,20070107,20070607,151.0,Monsoonal rain,,,,21.0263,77.5237,1.0,106578.44,62,,10000.0,,,,DFO,3119
150,UEI-DFO-FL-2007-0006,20070107,20070713,187.0,Monsoonal rain,,,,22.0231,72.2495,1.0,398939.17,225,,63000.0,,,,DFO,3120
151,UEI-DFO-FL-2007-0007,20070307,20070922,199.0,Monsoonal rain,,,,22.6315,88.4871,1.5,517303.2,958,,3000000.0,,,,DFO,3122
152,UEI-DFO-FL-2007-0008,20071207,20071010,,Monsoonal rain,,,,27.5773,95.26299999999999,1.0,103551.73,96,,11100000.0,,,,DFO,3128
153,UEI-DFO-FL-2007-0009,20070716,20070720,4.0,Monsoonal rain,,,,10.3906,76.3115,1.0,24124.3,44,,35000.0,,,,DFO,3131
154,UEI-DFO-FL-2007-0010,20070308,20070827,172.0,Monsoonal rain,,,,20.4525,86.1978,1.0,15363.99,15,,20000.0,,,,DFO,3150
155,UEI-DFO-FL-2007-0011,20070808,20070815,7.0,Monsoonal rain,,,,22.6824,70.925,1.0,133805.7,12,,0.0,,,,DFO,3160
156,UEI-DFO-FL-2007-0012,20071208,20070817,,Monsoonal rain,,,,31.2388,76.5268,1.0,191449.95,76,,15000.0,,,,DFO,3164
157,UEI-DFO-FL-2007-0013,20070916,20070710,,Monsoonal rain,,,,15.7067,79.878,1.0,90279.71,94,,20000.0,,,,DFO,3191
158,UEI-DFO-FL-2007-0014,20070922,20070810,,Heavy rain,,,,20.9096,86.4033,1.0,72007.74,80,,400000.0,,,,DFO,3195
159,UEI-DFO-FL-2007-0015,20071017,20071024,7.0,Heavy rain,,,,24.7214,93.9705,1.5,10886.11,2,,30000.0,,,,DFO,3208
160,UEI-DFO-FL-2007-0016,20071027,20070111,,Heavy rain,,,,12.725,79.7002,1.0,76740.36,29,,50000.0,,,,DFO,3217
161,UEI-DFO-FL-2008-0001,20080320,20080327,7.0,Heavy rain,,,,10.762,78.7172,1.0,144329.28,37,,10000.0,,,,DFO,3286
162,UEI-DFO-FL-2008-0002,20080524,20080528,4.0,Heavy rain,,,,26.4,93.755,1.0,62279.3,0,,0.0,,,,DFO,3312
163,UEI-DFO-FL-2008-0003,20081106,20080307,,Heavy Rain,,,,22.1496,110.22399999999999,1.5,79368.52,65,,500000.0,,,,DFO,3319
164,UEI-DFO-FL-2008-0004,20080507,20080714,68.0,Monsoonal rain,,,,25.2411,90.1201,1.5,426531.54,350,,70000.0,,,,DFO,3327
165,UEI-DFO-FL-2008-0005,20080720,20080808,19.0,Monsoonal rain,,,,27.4995,89.7871,2.0,283806.15,142,,225000.0,,,,DFO,3338
166,UEI-DFO-FL-2008-0006,20080508,20081108,184.0,Monsoonal rain,,,,16.6523,81.3801,1.5,75487.93,74,,0.0,,,,DFO,3356
167,UEI-DFO-FL-2008-0007,20080830,20080809,,Monsoonal rain,,,,27.0442,94.5503,1.5,80590.45,900,,1000000.0,,,,DFO,3372
168,UEI-DFO-FL-2008-0008,20080922,20080929,7.0,"Dam/Levy, break or release",,,,20.9522,84.4064,2.0,464318.0,2400,,0.0,,,,DFO,3382
169,UEI-DFO-FL-2009-0001,20090107,20090607,151.0,Heavy Rain,,,,20.2249,84.7692,1.0,99876.58,0,,500000.0,,,,DFO,3497
170,UEI-DFO-FL-2009-0002,20091107,20090717,,Heavy Rain,,,,15.3059,74.7271,1.0,63616.23,0,,0.0,,,,DFO,3504
171,UEI-DFO-FL-2009-0003,20090307,20090607,92.0,Torrential rain,,,,27.480999999999998,93.8215,1.0,128962.3,6,,0.0,,,,DFO,3496
172,UEI-DFO-FL-2009-0004,20090108,20090408,90.0,"Dam/Levy, break or release",,,,26.5,85.5,1.5,21198.81,0,,3000.0,,,,DFO,3519
173,UEI-DFO-FL-2009-0005,20090815,20090827,12.0,"Dam/Levy, break or release",,,,27.629,80.7483,1.0,84897.57,14,,1000000.0,,,,DFO,3529
174,UEI-DFO-FL-2009-0006,20090818,20090827,9.0,Monsoonal rain,,,,26.8177,94.14299999999999,1.0,72244.8,0,,300000.0,,,,DFO,3530
175,UEI-DFO-FL-2009-0007,20090609,20091009,122.0,"Dam/Levy, break or release",,,,22.5263,88.0605,2.0,25504.05,0,,37000.0,,,,DFO,3539
176,UEI-DFO-FL-2009-0008,20090925,20091210,76.0,Heavy Rain,,,,15.7081,78.233,2.0,309688.88,303,,0.0,,,,DFO,3551
