,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
760,UEI-IMD-FL-1978-0065,19780908,19780914,7.0,"moderate, severe",,"Agra, Mathura, Varanasi and Allahabad, Lucknow, Gwalior, Ballia, Etawah, Jalaun, Hamirpur and Banda districts",Uttar Pradesh,,,,,51,22,,,"22 people drowned, 51 people died","Cities were inundated, many villages marooned, 5 lakh people affected, 400 villages marooned",IMD,
761,UEI-IMD-FL-1978-0066,19780908,19780921,14.0,moderate,,"Ballia, Etawah and Hamirpur districts",Uttar Pradesh,,,,,,,,,,50 percent of the total crops damaged,IMD,
762,UEI-IMD-FL-1978-0067,19780922,19780928,7.0,moderate,,Varanasi and Mirzapur,Uttar Pradesh,,,,,,,,,,"Many places inundated, 1 small railway bridge washed away",IMD,
763,UEI-IMD-FL-1979-0001,19791115,19791125,11.0,heavy rains,,"Chittoor, Guntur and Krishna districts",Andhra Pradesh,,,,,,,,,,i)Groundnut crop suffered heavy damage ii)Paddy crop about to be harvested adversely affected iii)Loss estimated Rs. 8 crores,IMD,
764,UEI-IMD-FL-1979-0002,19791001,19791014,14.0,flash floods in lohit river,,Lohit district,Arunachal Pradesh,,,,,5,,,,i)5 persons killed ii)Hundreds of domestic animals washed away,i)Road and telecommunication disrupted due to heavy landslides ii)Three bridges washed away iii)Number of villages in low lying areas inundated iv)Part of Tezu town damaged,IMD,
765,UEI-IMD-FL-1979-0003,19790630,19790630,1.0,heavy rains,,Guwahati,Assam,,,,,,,,,,i)Hundreds of houses/ submerged ii)Road communication disrupted,IMD,
766,UEI-IMD-FL-1979-0004,19790701,19790707,7.0,severe floods ,,"Cachar, Darrang, Dibrugarh, Lakhimpur and Sivsagar districts",Assam,,,,,3,,,,3 persons died,"i)3,000 families in 12 villages marooned (Mangaldai and Udalguri sub-division worst affected) ii)Several houses swept away because of erosion in the river banks iii)Raod/rail communication disrupted",IMD,
767,UEI-IMD-FL-1979-0005,19790722,19790728,7.0,moderate to severe floods,,Goalpara district,Assam,,,,,,,,,,Vast areas of Dhubri town inundate,IMD,
768,UEI-IMD-FL-1979-0006,19790908,19790914,7.0,severe floods ,,Cachar district,Assam,,,,,,,,,,"i)30,000 people rendered homeless ii)500 villages with a population of 3 lakh badly effected iii)6,000 houses either damaged or washed away iv)Surging flood waters entered Silchar, Karimganj and Halakand towns",IMD,
769,UEI-IMD-FL-1979-0007,19790811,19790811,1.0,moderate floods,,Broach,Assam,,,,,,,,,,i)Low lying areas submerged ii)Water supply remained suspended iii)Normal city life disrupted,IMD,
770,UEI-IMD-FL-1979-0008,19790811,19790811,1.0,flash floods,,Morvi (Rajkot district),Assam,,,,,"1,485",,,,"1,485 people died in floods in Morvi town, when Machchu dam breached","i)Water level was about 6 metres some palces in Morvi ii)Carcasses seen hanging on electric/telephone wires iii)Road-cum-rail bridge at Morvi severely damaged iv)8,000 houses damaged v)Number of small scale industrial units wiped out vi)Power/telephone services completely cut-off vii)Total loss to public/private property estimated Rs 103.3 crores",IMD,
771,UEI-IMD-FL-1979-0009,19791115,19791128,14.0,heavy rains,,Saurashtra region,Assam,,,,,,,,,,"i)One lakh people in 35 villages affected ii)Floods in Bhader and Bhogave rivers damaged standing crops of cotton, gram, groundnut, jowar and wheat iii)Loss estimated of Rs. 50 crores",IMD,
772,UEI-IMD-FL-1979-0010,19790522,19790528,7.0,heavy rains,,Hilly areas,Jammu and Kashmir,,,,,8,,,,8 people including a woman and a child killed,A tourist bus washed away and passengers escaped with minor injuries,IMD,
773,UEI-IMD-FL-1979-0011,19790708,19790714,7.0,heavy rains,,Jammu,Jammu and Kashmir,,,,,,,,,,i)70 houses collapsed ii)Road traffic suspended,IMD,
774,UEI-IMD-FL-1979-0012,19790808,19790809,2.0,heavy rains,,Vijagam and Tealbal,Jammu and Kashmir,,,,,,,,,,Paddy crops destroyed,IMD,
775,UEI-IMD-FL-1979-0013,19790802,19790802,1.0,moderate floods,,Bantwal,Karnataka,,,,,,,,,,National highway flooded and communication disrupted,IMD,
776,UEI-IMD-FL-1979-0014,19790803,19790804,2.0,severe floods ,,Manjangud,Karnataka,,,,,,,,,,i)People in low-lying areas evacuated ii)Paddy fields submerged,IMD,
777,UEI-IMD-FL-1979-0015,19790913,19790913,1.0,heavy rains,,Bengaluru and Rugi,Karnataka,,,,,35,2,,,"2 children drowned when low lying areas flooded, 35 people died in house collapse",12 houses and 2 huts damaged,IMD,
778,UEI-IMD-FL-1979-0016,19790916,19790916,1.0,moderate floods,,Guldibanda(kilar district),Karnataka,,,,,,,,,,i)Heavy damage to standing crops due breaches in tanks ii)Loss estimated Rs. 2.5 lakhs,IMD,
779,UEI-IMD-FL-1979-0017,19790925,19790925,1.0,heavy rains,,Saundatti,Karnataka,,,,,,,,,,"30 houses collapsed, affected families shifted to safer places",IMD,
780,UEI-IMD-FL-1979-0018,19790922,19790928,7.0,severe floods ,,Tarapun (Bijapur district),Karnataka,,,,,,,,,,600 people marooned by flood waters,IMD,
781,UEI-IMD-FL-1979-0019,19791008,19791008,1.0,heavy rains,,Bengaluru,Karnataka,,,,,1,20,,,A child killed and 20 injured in house collapse,Low lying areas flooded and slums submerged,IMD,
782,UEI-IMD-FL-1979-0020,19791116,19791116,1.0,heavy rains,,Asundi (Hubli district),Karnataka,,,,,,,,"1,500","Above 1,500 sheep gazing in a field washed away",,IMD,
783,UEI-IMD-FL-1979-0021,19790610,19790619,10.0,heavy rains,,Alleppey district,Kerala,,,,,,,,,,186 hectares of paddy cultivation destroyed,IMD,
784,UEI-IMD-FL-1979-0022,19790614,19790614,1.0,heavy rains,,Cochin,Kerala,,,,,,,,,,i)Vehicular traffic/air services disrupted ii)Operations in port came to a standstill,IMD,
785,UEI-IMD-FL-1979-0023,19790702,19790702,1.0,heavy rains,,Cannanore district,Kerala,,,,,4,,,,1 woman and three children died,A bridge and an approach road washed away,IMD,
786,UEI-IMD-FL-1979-0024,19790729,19790731,3.0,heavy rains,,Kozhikode district,Kerala,,,,,,,,,,i)60 coconut trees uprooted and 4 houses partially damaged ii)61 hectares of paddy field flooded iii)Coastal area affected by sea-erosion,IMD,
787,UEI-IMD-FL-1979-0025,19790801,19790803,3.0,heavy rains,,Cannanore and Kozhkode districts,Kerala,,,,,3,1,,,"i)1 woman and 2 children killed i house collapses, 1 person drowned in boat capsized ii)Several cattle heads washed away","i)30 houses washed away and 1000 families affected ii)Banana, ginger and paddy crops affected",IMD,
788,UEI-IMD-FL-1979-0026,19790806,19790807,2.0,heavy rains,,Cannanore district,Kerala,,,,,,1,,,1 woman drowned in swollen river,i)Roads and bridges damaged ii)Trees uprooted iii)Plants and crops damaged,IMD,
789,UEI-IMD-FL-1979-0027,19791115,19791119,5.0,moderate floods,,Palghat district,Kerala,,,,,,,,,,"i)17 irriagtion bunds damaged ii)Besides damage to crops, 50 huts washed away, loss estimated to Rs. 1 crore",IMD,
790,UEI-IMD-FL-1979-0028,19790625,19790625,1.0,heavy rains,,Bhikangaon,Madhya Pradesh,,,,,31,13,,,31 people died and 13 drowned in a flooded nullah in a bus skidding,,IMD,
791,UEI-IMD-FL-1979-0029,19790701,19790701,1.0,heavy rains,,Khargone district,Madhya Pradesh,,,,,2,,,,2 girls died in house collapse,,IMD,
792,UEI-IMD-FL-1979-0030,19790803,19790803,1.0,heavy rains,,Indore,Madhya Pradesh,,,,,4,,,,i)1 woman and 2 children buried alive in wall collapse ii)1 boy washed away in strong current of a nullah,i)Low lying areas flooded ii)City reservoir overflowed,IMD,
793,UEI-IMD-FL-1979-0031,19791008,19791014,7.0,erratic rains,,"Dewas, Mandasur, Ratlam, Shahjapur and Ujjain districts",Madhya Pradesh,,,,,,,,,,38% to 50% Kharif crops damaged,IMD,
794,UEI-IMD-FL-1979-0032,19790122,19790214,24.0,heavy rains,,"Amraoti, Bhandara, Chandrapur, Nagpur and Wadha districts",Maharastra,,,,,9,,,84,i)9 people died ii)84 heads of cattle perished,"i)Cotton, Gram, Orange, Orchards, vegetables and wheat crops in 70,000 hectares damaged ii)1,200 houses damaged iii)6,000 villages affected",IMD,
795,UEI-IMD-FL-1979-0033,19790624,19790624,1.0,flash floods,,Mumbai,Maharastra,,,,,2,,,,2 children died in house collapse,i)Several areas flooded ii)train services/telephone ervices/road transportation disrupted,IMD,
796,UEI-IMD-FL-1979-0034,19790708,19790708,1.0,heavy rains,,Katol (Nagpur district),Maharastra,,,,,,,,,,i)59 houses collapsed and 84 damaged ii)374 people affected,IMD,
797,UEI-IMD-FL-1979-0035,19790801,19790807,7.0,severe floods ,,Buti - Bori and Choti - Bori (Nagpur district),Maharastra,,,,,7,26,,,i)5 persons washed away ii)2  persons killed and 26 seriously injured in train accident due to breaches iii)large number of cattle heads perished,"i)Four trucks washe daway ii)One bridge washed away iii)Vehicular traffic between Nagpur and Wardha suspended due to inundation of bridges and culverts iv)2,000 houses damaged v)Loss estimated to Rs 1 crore",IMD,
798,UEI-IMD-FL-1979-0036,19790703,19790704,2.0,heavy rains,,Nagpur and Wardha districts,Maharastra,,,,,10,,,,10 persons died,i)Few trucks/buses swept away ii)Several houses collapsed iii)Damage to property/ crops/ animals and agricultural equipments run into several lakh of rupees,IMD,
799,UEI-IMD-FL-1979-0037,19790808,19790810,3.0,flash floods,,"Amraoti, Bhandara, Chandrapur, Nagpur, Wadha and Yeotmal districts",Maharastra,,,,,40,,,"2,128","40 people died ii)2,128 heads of cattle perished","i)People in 204 villages marooned ii)12,390 houses collapsed iii)Thousand of people rendered homeless iv)Standing crops in 75,000 hectares damaged v)Loss estimated to Rs. 8 crores",IMD,
800,UEI-IMD-FL-1979-0038,19790908,19790928,21.0,heavy rains,,Ahmednagar district,Maharastra,,,,,,,,,,"i)2.5 lakh hectares of land inundated making it impossible for rabi sowing operations ii)Cotton crop in 80,000 hectares damaged beyond redemption resulting in an estimated loss over Rs. 60 crores",IMD,
801,UEI-IMD-FL-1979-0039,19790916,19790916,1.0,flash floods,,Pune,Maharastra,,,,,1,6,,,1 girl killed and 6 injured in house cllapse,,IMD,
802,UEI-IMD-FL-1979-0040,19790925,19790925,1.0,flash floods,,Aurangabad district,Maharastra,,,,,1,2,,,1 child killed and 2 injured (total death toll in house collapses during last three weeks of Septmeber;12,,IMD,
803,UEI-IMD-FL-1979-0041,19790927,19790927,1.0,moderate floods,,Solapur district,Maharastra,,,,,,,,,,i)Road traffic disrupted ii)Malewad village surrounded by flood waters,IMD,
804,UEI-IMD-FL-1979-0042,19791104,19791104,1.0,moderate floods,,Solapur district,Maharastra,,,,,2,2,,,2 children killed and 2 women injured in wall collapse,Traffic paralysed by floods in Bhogawati river,IMD,
805,UEI-IMD-FL-1979-0043,19790221,19790221,1.0,moderate floods,,New Delhi and surrounding areas,Delhi,,,,,,,,,,15 villages in North Delhi affected by flood waters ii)Standing crops damaged,IMD,
806,UEI-IMD-FL-1979-0044,19790708,19790721,14.0,severe floods ,,"Ajmer, Bhilwara, Bundi, Jalore, Jodhpur, Kota, Nagpur, Pali, Sawai Medhepur, Sikar and Tonk district",Delhi,,,,,581,,,"2,00,000",i)350 people died and 231 reported missing ii)2 lakh livestock perished,"i)211 villages inundated and 40,000 sq.km. area submerged due to breaches in number of dams ii)Two passengers trains marooned due to breaches and submerison of rail tracks in Pali/Jodhpur districts iii)Nearly one million people affected iv)Several houses collapsed v)Loss estimated to Rs. 60 crores",IMD,
807,UEI-IMD-FL-1979-0045,19790803,19790804,2.0,severe floods ,,"Bamer, Jalore, Jodhpur, Nagaur and Pali districts",Delhi,,,,,,,,,,"i)Relief operations disrupted, bringing fresh misery to hundreds of thousands of people whose houses were damaged ii)Reservoirs and bunds overflown",IMD,
808,UEI-IMD-FL-1979-0046,19790722,19790722,1.0,incessant heavy rains,,Gangtok,Sikkim,,,,,2,,,,A woman and a child washed away in flood waters of Bakchachu river,Road communication between Gangtok-Siliguri snapped due to massive landslides,IMD,
809,UEI-IMD-FL-1979-0047,19791117,19791123,7.0,heavy rains,,Coimbatore district,Tamil Nadu,,,,,18,,,,18 peopel died on house collapse at Pollachi,"i)1,500 huts damaged ii)6,500 people rendered homeless iii)Loss estimated to property Rs. 3 lakhs",IMD,
810,UEI-IMD-FL-1979-0048,19790512,19791113,186.0,heavy rains,,Madras,Tamil Nadu,,,,,4,3,,,4 persons killed in hut collpase and 3 injured,i)Normal life disrupted ii)Train/Air services delayed,IMD,
811,UEI-IMD-FL-1979-0049,19791113,19791120,8.0,severe floods ,,Madurai district,Tamil Nadu,,,,,19,,,,19 persons died in house collapses,"i)The bridge across the river submerged ii)Several tanks breached iii)Heavy breaches in rail-tracks dislocated train services iv)4,000 persons in Pettai Thennur villages marooned and food air dropped v)Residential area flooded and 1,500 people rendered homeless v)Power failure vi)Normal life dislocated",IMD,
812,UEI-IMD-FL-1979-0050,19791122,19791122,1.0,heavy rains,,Pudukottai district,Tamil Nadu,,,,,,,,,,i)170 tanks breached ii)200 villages water-logged,IMD,
813,UEI-IMD-FL-1979-0051,19791119,19791119,1.0,heavy rains,,Ramanathapuram,Tamil Nadu,,,,,34,,,,34 people died,"i)People in villages marooned, food air-dropped ii)800 houses/5,000 huts damaged iii)31000 people rendered homeless iv)Several irrigation sources breached v)Heavy damage to road bridges",IMD,
814,UEI-IMD-FL-1979-0052,19791113,19791120,8.0,heavy rains,,South Arcot district,Tamil Nadu,,,,,9,,,,9 people died,"i)Mining operations in Lignite mines at neyweli handicapped ii)45 villages water-logged and people in 10 villages marooned iii)12,140 hectares of paddy crop flooded iv)Vehicular traffic disrupted because of uprooting of trees and several breaches v)50 huts washed away",IMD,
815,UEI-IMD-FL-1979-0053,19790723,19791118,119.0,heavy rains,,Thanjavur district,Tamil Nadu,,,,,3,,,,3 persons died in house collapse,"i)Agricultural work hampered ii)Paddy crop in 2,833 hectares submerged iii)120 houses damaged iv)257 families affected",IMD,
816,UEI-IMD-FL-1979-0054,19791113,19791120,8.0,heavy rains,,Nilgiris district,Tamil Nadu,,,,,18,,,,18 houman lives lost in heavy landslides,i)Vehicular traffic affected by landslides in ghat roads ii)40 huts submerged iii)Extensive damage to property,IMD,
817,UEI-IMD-FL-1979-0055,19791113,19791122,10.0,heavy rains and moderate floods,,Tiruchirapalli district,Tamil Nadu,,,,,9,,,,9 people died in house collapse,"i)Over hundred huts washed away in flooded Amara vathi river ii)2,500 people rendered homeless iii)225 irrigation tanks breached",IMD,
818,UEI-IMD-FL-1979-0056,19791112,19791118,7.0,severe floods ,,Tirunelveli district,Tamil Nadu,,,,,30,,,,30 people died in wall collapse,"i)Bridge costing Rs. 23 lakh, under construction washed away ii)Road communication disrupted iii)Power supply and telephone systems seriously affected iv)167 irrigation sources breached v)5,000 families lies in low lying areas rendered homeless vi)2,800 huts washed away vii)809 hectares of standing paddy crops submerged viii)Chillies, coriander seeds and cotton crops in 3,033 hectares damaged",IMD,
819,UEI-IMD-FL-1979-0057,19790309,19790309,1.0,heavy rains,,Vishnuprayag,Uttar Pradesh,,,,,,,,,,Number of houses heavily damaged in flash floods,IMD,
820,UEI-IMD-FL-1979-0058,19790708,19790728,21.0,severe floods ,,"Azamgarh, Bahraich, Ballia, Bara-Banki, Basti, Chamli, Dehra Dun, Deoria, Faizabad, Gonda, Gorakhpur, Kheri and Sitapur districts",Uttar Pradesh,,,,,11,,,,11 human lives lost,"i)6.24 lakhs people in 3,600 villages affected ii)Crops in 99,014 hectares affected iii)3,641 houses damaged iv)Traffic dislocated",IMD,
821,UEI-IMD-FL-1979-0059,19790808,19790821,14.0,severe floods ,,"Azamgarh, Bahraich, Ballia, Basti, Deoria, Faizabad, Gonda, Gorakhpur and Kheri districts",Uttar Pradesh,,,,,76,,,222,i)76 human lives lost ii)222 cattles perished,"i)21 lakh people in 3,950 villages affected ii)8,924 houses damaged iii)5.16 lakh hectares of cropped area affected",IMD,
822,UEI-IMD-FL-1979-0060,19790710,19790710,1.0,heavy rains,,Siliguri and adjoining areas,Uttar Pradesh,,,,,,,,,,"Four thickly populated villages inundated, 10,000 people in river side villages renderd homeless",IMD,
823,UEI-IMD-FL-1979-0061,19790805,19790808,4.0,moderate to severe floods,,"Howrah, Midnapore and 24 Parganas district",Uttar Pradesh,,,,,,,,,,"10,000 people in river side villages rendered homeless",IMD,
824,UEI-IMD-FL-1980-0001,19800915,19800921,7.0,flash floods,,Srikakulam district,Andhra Pradesh,,,,,85,,,3100,"i)85 people died and 30 reported missing ii)3100 heads of cattle perished iii)Loss of poultry and ducks 19,000","i)187 villages marooned ii)About 1.5 lakh people affected iii)4047 hectares of paddy crops damaged iv)The bund of Vamsadhara barrage washed away v)A stretch of 18km rail track and two bridges damaged, train services disrupted vi)Fodder loss : 2146 tons vii)Thousands of mud huts collapsed viii)Loss to roads : Rs.50 lakhs ix)Extensive loss to electricity system x)Estimated loss : Rs 488 lakhs",IMD,
825,UEI-IMD-FL-1980-0002,19800615,19800628,14.0,severe floods,,Darrang & Dibrugarh district,Assam,,,,,,,,,,Vast tracts of human habitation and croped lands submerged,IMD,
826,UEI-IMD-FL-1980-0003,19800608,19800621,14.0,severe floods,,Darrang & Sivasagar district,Assam,,,,,1,,,,1 boy and several heads of cattle washed away,i)Over 500 sq. km. area covdring 200 villages flooded affecting more than 1.9 lakh people ii)Extensive damage to standing Ahu paddy and jute crops iii)A large number of people rendered homeless iv)The Kaziranga national park abode of world famous one-horned rhinos flooded and several animals shifted to safer places v)Hundreds of houses / Govt. buildings damaged,IMD,
827,UEI-IMD-FL-1980-0004,19800808,19800821,14.0,severe floods,,"Darrang & Dibrugarh, district Goalpara, Kamrup, Lakhimpur, Nowgong and Sivasagar district",Assam,,,,,23,,,,i)23 persons lost their lives ii)Hundreds of cattle washed away,i)2300 villages with a population of 1.3 million people affected ii)Standing crops in 4.9 lakh hectares damaged iii)The embankments breached at several points iv)Rail tracks submerged at several places resulting in the suspension of train services v)4200 houses partially/completely damaged vi)Majuli the largest fresh water island submerged,IMD,
828,UEI-IMD-FL-1980-0005,19800715,19800721,7.0,floods,,"Bhagalpur,east Champaran,west Champaran,Darbhanga and Saharsa districts",Bihar,,,,,,,,,,"i)Kharif crop extensively damaged ii)10,000 people removed to safer places",IMD,
829,UEI-IMD-FL-1980-0006,19800808,19800814,7.0,floods,,"Begusarai, Bhagalpur, Bhojpur, east/west Champaram, Darbhanga, Katihar, Madhubani, Monghyr, Muzaffarpur, Patna, Purnea,Saharsa, Santal Parganas, Saran, Sitamarhi, Siwan and Samastipur district",Bihar,,,,,18,,,,18 persons died,i)Nearly 6 million people badly effected ii)Standing crops in 8.42 lakh hectares damaged iii)37 thousand houses destroyed iv)Road communication disrupted at several places,IMD,
830,UEI-IMD-FL-1980-0007,19800822,19800828,7.0,moderate floods,,Nawadah district,Bihar,,,,,3,3,,500,i)3 person drowned ii)500 cattle perished,i)225 villages inundated ii)Most of the roads under waist-deep of water,IMD,
831,UEI-IMD-FL-1980-0008,19800622,19800731,40.0,severe floods,,"Amreli, Bhavnagar, Jamnagar, Kutch and Rajket district",Gujarat,,,,,27,27,,,i)27 persons washed away in drowning ii)Many heads of cattle washed away,i)A large number of small dmas breached. ii)As many as 37 irrigation reservoirs overflowed iii)Many villages downstream of the dams/reserviours marooned iv)One million people affected v)Groundnut crop in 1619 hectares washed away vi)Extensive damage to roads and bridges vii)Large stretches of rail tracks washed away viii)1500 hutments and 500 houses collapsed ix)Salt worth Rs. 50 lakhs washed away x)Estimated loss to crops/buildings/roads/bridges etc. - Rs. 15 crores,IMD,
832,UEI-IMD-FL-1980-0009,19800831,19800831,1.0,moderate floods,,Bharuch,Gujarat,,,,,,,,,,Main business centre flooded,IMD,
833,UEI-IMD-FL-1980-0010,19800708,19800728,21.0,flash floods,,"Ambala, Jind, Karnal, Kurukshetra & Sonepat district","Haryana, Delhi, Punjab",,,,,3,,,,3 person died,"i)200 villages affected ii)Crops in 80,000 hectares lost,especially paddy and fodder crops destroyed iii)Hundreds of dwelling houses washed away iv)Several important roads inundated at many points v)Electric installations damaged extensuively vi)Estimated loss to crops/public works and property Rs.20 crores/40 crores respectively",IMD,
834,UEI-IMD-FL-1980-0011,19800701,19800701,1.0,heavy rains,,New Delhi,"Haryana, Delhi, Punjab",,,,,1,1,,,1 infant drowned in swollen nullah,i)Low lying colonies inundated ii)Vehicular traffic and telephone services disrupted,IMD,
835,UEI-IMD-FL-1980-0012,19800708,19800728,21.0,heavy rains,,New Delhi and neighbourhood,"Haryana, Delhi, Punjab",,,,,4,4,,,"i)3 person swept away by swollen ""Yamuna"" ii)1 person electrocuted",i)Population of 5 villages affected ii)Many colonies water logged,IMD,
836,UEI-IMD-FL-1980-0013,19800708,19800721,14.0,moderate floods,,Chandigarh and neighbourhood,"Haryana, Delhi, Punjab",,,,,3,,,,3 children died in house collapse,i)5 villages marooned ii)Low lying areas flooded iii)Vehicular traffic disrupted,IMD,
837,UEI-IMD-FL-1980-0014,19800712,19800712,1.0,moderate floods,,Kinnaur district,Himachal Pradesh,,,,,4,4,,,4 persons swept away,The Mebar power house and two saw-mills washed away,IMD,
838,UEI-IMD-FL-1980-0015,19800708,19800714,7.0,heavy rains,,Jammu district,Jammu and Kashmir,,,,,1,1,,,"A scooterist with his scooter washed away, in a floded nullah, near Kaluchak",,IMD,
839,UEI-IMD-FL-1980-0016,19800702,19800702,1.0,moderate floods,,"Chickmagalur district, South Kanara district",Karnataka,,,,,,,,,Several heads of cattle washed away,"i)A mini dam breached in Kudremukh stock-pile area ii)15 huts collapsed , i)Inundation of large tracks of land ii)Dislocation of vehicular traffic iii)Disruption of telecommunication system iv)Bandtal taluk marooned completely v)Total less estimated : Rs. 2 Lakhs",IMD,
840,UEI-IMD-FL-1980-0017,19800705,19800705,1.0,moderate floods,,North Kanara district,Karnataka,,,,,,,,,,i)Paddy crop in 2500 hectares damaged ii)100 coconut palms washed away in Honavar,IMD,
841,UEI-IMD-FL-1980-0018,19800701,19800707,7.0,heavy rains,,Dharwar district,Karnataka,,,,,3,4,,,"2 persons drowned, 1 girl killed and 2 seriously injured in house collapsed","i)10,117 hectares of cultivable land under flood waters ii)Extensive damage to paddy and coconut gardens iii)Loss estimated : Rs. 70 lakhs",IMD,
842,UEI-IMD-FL-1980-0019,19800808,19800814,7.0,"heavy rains, moderate floods",,"Coorg district, North Kanara district",Karnataka,,,,,3,3,,800,i)3 women drowned ii)800 heads of cattle washed away,"i)457 families affected due to house collapses ii)800 hectares of land damaged iii)Loss estimated : Rs. 5 lakhs , i)20 villages with 10,000 population marooned in Honavar ii)Power generation in Sharavati hydel project affected iii)Total damages estimated : Rs.25 lakhs",IMD,
843,UEI-IMD-FL-1980-0020,19800822,19800828,7.0,heavy rains,,Gulbarga district,Karnataka,,,,,7,,,,7 persons died in house collapse,,IMD,
844,UEI-IMD-FL-1980-0021,19800615,19800621,7.0,heavy rains,,"Cannanore, Malappuram, Kozhikode, Quilon and Thiruvananthapuram districts",Kerala,,,,,3,4,,,i)A child washed away and 2 died due to electrocution ii)3 children injured in house collapses,i)Severe damage to paddy crops and buildings ii)Low lying areas inundated iii)Several houses washed away iv)Two barges capsized v)Fishing implements damaged vi)Telephone system and power supply disrupted,IMD,
845,UEI-IMD-FL-1980-0022,19800622,19800628,7.0,heavy rains,,Palghat district,Kerala,,,,,,,,,,Traffic disrupted due to landslides,IMD,
846,UEI-IMD-FL-1980-0023,19800701,19800714,14.0,heavy rains,,"Alleppey, Cannanore, Kottayam, Kozhikode, Malappuram, Palghat and Trichur district",Kerala,,,,,8,5,,,i)8 person died ii)5 fishermen sustained injuries,"i)Severe damage to paddy crops in several hectares ii)Low lying areas flooded iii)Many huts washed away iv)Severe damage to houses v)A large number of families rendered homeless,and evacuated to safer places vi)Roads damaged at several points",IMD,
847,UEI-IMD-FL-1980-0024,19800822,19800828,7.0,heavy rains,,"Alleppey, Kozhikode, Quilon, Trichur and Thiruvananthapuram districts",Kerala,,,,,2,2,,,2 persons died and 2 injured,i)Severe sea erosion in coastal areas ii)Many fishing crafts and nets destroyed iii)Several coconut trees uprooted iv)Several houses partially/completely damaged v)Nearly 1000 huts washed away,IMD,
848,UEI-IMD-FL-1980-0025,19800922,19800928,7.0,heavy rains,,Kottayam district,Kerala,,,,,,,,,,i)25 houses completely damaged and hundred partially damaged ii)Many trees uprooted iii)Crop worth rupees 10 lakhs damaged,IMD,
849,UEI-IMD-FL-1980-0026,19801001,19801007,7.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,i)Land-slides occured in some places resulting in damage of crops ii)Estimated loss : Rs. 2 lakhs,IMD,
850,UEI-IMD-FL-1980-0027,19800701,19800707,7.0,heavy rains,,Raipur district,Madhya Pradesh,,,,,,,,,,i)3 irrigation dams breached ii)Low lying areas inundated,IMD,
851,UEI-IMD-FL-1980-0028,19800831,19800831,1.0,moderate floods,,Jabalpur district,Madhya Pradesh,,,,,6,6,,,6 members of a family drowned when a taxi carrying them fell in swollen Narmada.,,IMD,
852,UEI-IMD-FL-1980-0029,19800915,19800921,7.0,heavy rains,,Raipur district,Madhya Pradesh,,,,,1,,,,1 child died,300 houses damaged,IMD,
853,UEI-IMD-FL-1980-0030,19800915,19800928,14.0,severe floods,,Bilashpur and Raigarh districts,Madhya Pradesh,,,,,22,10,,120,i)12 persons died ii)10 persons drowned iii)120 cattle perished,i)Many villages affected ii)Paddy crop in 3175 hectares valued at Rs. 90 lakhs damaged,IMD,
854,UEI-IMD-FL-1980-0031,19800615,19800615,1.0,heavy rains,,Mumbai,Maharastra,,,,,1,2,,,1 girl died and 2 persons injured in wall collapse,i)City life paralysed ii)Rail tracks and low lying areas flooded iii)Transport services disrupted iv)Telephone services went away,IMD,
855,UEI-IMD-FL-1980-0032,19800701,19800707,7.0,heavy rains,,Mumbai,Maharastra,,,,,2,5,,,2 persons died and 5 injured in houses collapse,"i)Low lying areas flooded ii)Vehicular traffic disrupted iii)Rail track on the Ambernath, Badlapur, section washed away iv)A fishing trawler sank in rough seas narrowly escaped from death",IMD,
856,UEI-IMD-FL-1980-0033,19800804,19800804,1.0,heavy rains,,Mumbai,Maharastra,,,,,1,,,1,1 woman and and a cow died on the spot due to electrocution,i)Low lying areas flooded ii)Rail tracks submerged dislocating train services iii)Vehicular traffic came to a standstill iv)Loading/unloading operations in the docks suspended,IMD,
857,UEI-IMD-FL-1980-0034,19800821,19800822,2.0,heavy rains,,Mumbai,Maharastra,,,,,45,,,,45 persons lost their lives due to drowning/house collapse/electrocution,"i)The tiny streams of Dahisar and Paoisor inundated surrounding residential areas,many slums flooded ii)600 people rescued from trees/roof tops by fire-brigade iii)Suburban train services suspended iv)300 huts washed away",IMD,
858,UEI-IMD-FL-1980-0035,19800701,19800707,7.0,heavy rains,,Goa,Maharastra,,,,,,,,,,i)Several trees uprooted ii)Vehicular traffic disrupted,IMD,
859,UEI-IMD-FL-1980-0036,19800701,19800707,7.0,moderate floods,,Ratnagiri district,Maharastra,,,,,,,,,,"i)Normal life in Chiplun,Rajapur and Khed towns paralysed ii)Road traffic between Pune and Konkan region disrupted",IMD,
860,UEI-IMD-FL-1980-0037,19800804,19800804,1.0,severe floods,,Thane district,Maharastra,,,,,,,,,22 passengers in a bus killed when it plunged in the swollen creek in Dhanu,,IMD,
861,UEI-IMD-FL-1980-0038,19800818,19800818,1.0,moderate floods,,Dhule,Maharastra,,,,,,,,,,"Trees uprooted, disrupting road traffic, telephone and power lines",IMD,
